University,Department,Name,Position,Link,Email,Research Focus
Georgia Tech,Electrical and Computer Engineering,Tejas Santanam,Part-time Lecturer,https://www.isye.gatech.edu/users/tejas-santanam,,"Intelligent Transportation Systems, Autonomous Vehicles, Constraint Programming, Data Analytics, Network Science"
Georgia Tech,Electrical and Computer Engineering,Martin Savelsbergh,Affiliate Professor,https://www.isye.gatech.edu/users/martin-savelsbergh,,"Transportation and Logistics, Supply Chain Management, Optimization"
Georgia Tech,Electrical and Computer Engineering,Katya Scheinberg,Coca-Cola Foundation ChairProfessor,https://www.isye.gatech.edu/users/katya-scheinberg,,
Georgia Tech,Electrical and Computer Engineering,Nicoleta Serban,Peterson Professor of Pediatric Research,https://www.isye.gatech.edu/users/nicoleta-serban,,"Statistics, Data Mining, Health Analytics, Health Systems, Enterprise Transformation"
Georgia Tech,Electrical and Computer Engineering,Richard Serfozo,Professor Emeritus,https://www.isye.gatech.edu/users/richard-serfozo,,Stochastic Processes
Georgia Tech,Electrical and Computer Engineering,Alexander Shapiro,A. Russell Chandler III ChairProfessor,https://www.isye.gatech.edu/users/alexander-shapiro,,"Optimization, Statistics"
Georgia Tech,Electrical and Computer Engineering,Gunter Sharp,Associate Professor (Retired),https://www.isye.gatech.edu/users/gunter-sharp,,"Operations Research, Engineering Economic Analysis"
Georgia Tech,Electrical and Computer Engineering,Jianjun Shi,Carolyn J. Stewart ChairProfessor,https://www.isye.gatech.edu/users/jianjun-shi,,"Manufacturing Systems, Quality Engineering, Variation Modeling, Analysis and Control of Complex Systems"
Georgia Tech,Electrical and Computer Engineering,Mohit Singh,Coca-Cola Foundation Professor,https://www.isye.gatech.edu/users/mohit-singh,,
Georgia Tech,Electrical and Computer Engineering,Saurabh Sinha,Wallace H. Coulter Distinguished ChairProfessor,https://www.isye.gatech.edu/users/saurabh-sinha,,
Georgia Tech,Electrical and Computer Engineering,Joel Sokol,Harold E. Smalley Professor,https://www.isye.gatech.edu/users/joel-sokol,,"Analytics, Applied Operations Research, Sports Analytics"
Georgia Tech,Electrical and Computer Engineering,Eunhye Song,Coca-Cola Foundation Early Career ProfessorAssistant Professor,https://www.isye.gatech.edu/users/eunhye-song,,
Georgia Tech,Electrical and Computer Engineering,Lauren Steimle,Harold R. and Mary Anne Nash Early Career ProfessorAssistant Professor,https://www.isye.gatech.edu/users/lauren-steimle,,
Georgia Tech,Electrical and Computer Engineering,Andy Sun,Affliate Associate Professor,https://www.isye.gatech.edu/users/andy-sun,,"Optimization, Electric Energy Systems"
Georgia Tech,Electrical and Computer Engineering,Mathieu Tanneau,Research Engineer II,https://www.isye.gatech.edu/users/mathieu-tanneau,,
Georgia Tech,Electrical and Computer Engineering,Valerie Thomas,Anderson-Interface Chair of Natural SystemsProfessor,https://www.isye.gatech.edu/users/valerie-thomas,,"Industrial ecology, Energy, Environmental, Technology assessment"
Georgia Tech,Electrical and Computer Engineering,Gerald Thuesen,Professor (Retired),https://www.isye.gatech.edu/users/gerald-thuesen,,
Georgia Tech,Electrical and Computer Engineering,Gamze Tokol-Goldsman,Lecturer,https://www.isye.gatech.edu/users/gamze-tokol-goldsman,,
Georgia Tech,Electrical and Computer Engineering,Alejandro Toriello,Professor,https://www.isye.gatech.edu/users/alejandro-toriello,,"Optimization, Logistics, Supply Chains"
Georgia Tech,Electrical and Computer Engineering,Craig Tovey,Professor,https://www.isye.gatech.edu/users/craig-tovey,,"Operations research, Animal groups, Robots, Biologically inspired design, Computational social choice, Sustainability"
Georgia Tech,Electrical and Computer Engineering,Moe Trebuchon,Edenfield Executive-in-ResidencePart-Time Lecturer,https://www.isye.gatech.edu/users/moe-trebuchon,,
Georgia Tech,Electrical and Computer Engineering,Pascal Van Hentenryck,A. Russell Chandler III ChairProfessor,https://www.isye.gatech.edu/users/pascal-van-hentenryck,,
Georgia Tech,Electrical and Computer Engineering,John Vande Vate,Professor,https://www.isye.gatech.edu/users/john-vande-vate,,"Mathematical Programming, Computer Science"
Georgia Tech,Electrical and Computer Engineering,Santosh Vempala,Adjunct Professor,https://www.isye.gatech.edu/users/santosh-vempala,,"Algorithms, Geometry, Randomness"
Georgia Tech,Electrical and Computer Engineering,Jingyan Wang,Postdoctoral Fellow,https://www.isye.gatech.edu/users/jingyan-wang,,
Georgia Tech,Electrical and Computer Engineering,Ben Wang,Professor Emeritus,https://www.isye.gatech.edu/users/ben-wang,,Industrial Engineering
Georgia Tech,Electrical and Computer Engineering,He Wang,Affiliate Associate Professor,https://www.isye.gatech.edu/users/he-wang,,"Supply Chains, Revenue Management, Machine Learning"
Georgia Tech,Electrical and Computer Engineering,Chelsea White,Schneider National Chair in Transportation and LogisticsProfessor,https://www.isye.gatech.edu/users/chelsea-white,,"Logistics, Stochastic Optimization"
